"site","src","index","date","temp"
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-10-01,15
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-11-01,17.722
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-12-01,19
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-01-01,19.855
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-02-01,18.857
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-03-01,18.758
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-04-01,17.2
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-05-01,16.145
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-06-01,13.283
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-07-01,13.048
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-08-01,13.468
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-09-01,14.983
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-10-01,17.242
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-11-01,19.117
"Muizenberg","SAWS","Muizenberg/ SAWS",1991-12-01,19.532
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-01-01,19.339
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-02-01,19.466
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-03-01,17.242
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-04-01,12.933
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-05-01,12.194
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-06-01,10.65
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-07-01,10.194
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-08-01,11.017
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-09-01,14.283
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-10-01,14.5
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-11-01,15.583
"Muizenberg","SAWS","Muizenberg/ SAWS",1992-12-01,17.548
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-01-01,18.565
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-02-01,18.214
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-03-01,18.274
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-04-01,15.05
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-05-01,15.177
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-06-01,14.833
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-07-01,14.355
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-08-01,14.323
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-09-01,15.233
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-10-01,15.935
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-11-01,16.9
"Muizenberg","SAWS","Muizenberg/ SAWS",1993-12-01,18.484
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-01-01,17.452
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-02-01,16.75
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-03-01,16.758
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-04-01,14.933
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-05-01,14.194
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-06-01,13.25
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-07-01,12.581
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-08-01,13.452
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-09-01,14.414
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-10-01,15.726
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-11-01,18.033
"Muizenberg","SAWS","Muizenberg/ SAWS",1994-12-01,19.177
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-01-01,19.145
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-02-01,19.196
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-03-01,16.968
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-04-01,14.483
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-05-01,13.032
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-06-01,13.283
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-07-01,12.968
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-08-01,13.548
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-09-01,14.717
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-10-01,15.548
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-11-01,17.933
"Muizenberg","SAWS","Muizenberg/ SAWS",1995-12-01,19.048
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-01-01,18.597
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-02-01,18.379
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-03-01,16.645
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-04-01,14.267
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-05-01,13.677
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-06-01,12.4
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-07-01,12.177
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-08-01,12.629
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-09-01,13.417
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-10-01,15.21
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-11-01,17.117
"Muizenberg","SAWS","Muizenberg/ SAWS",1996-12-01,19.21
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-01-01,19.355
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-02-01,18.607
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-03-01,17.613
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-04-01,15.517
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-05-01,13.355
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-06-01,11.95
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-07-01,11.79
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-08-01,12.532
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-09-01,15.483
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-10-01,17.016
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-11-01,17.45
"Muizenberg","SAWS","Muizenberg/ SAWS",1997-12-01,18.806
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-01-01,18.903
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-02-01,19.304
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-03-01,17.355
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-04-01,16.217
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-05-01,14.161
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-06-01,13.25
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-07-01,11.839
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-08-01,12.726
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-09-01,13.317
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-10-01,14.532
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-11-01,15.6
"Muizenberg","SAWS","Muizenberg/ SAWS",1998-12-01,18.968
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-01-01,20.097
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-02-01,18.875
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-03-01,19.306
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-04-01,19.283
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-05-01,17.145
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-06-01,14.8
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-07-01,14.484
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-08-01,15.694
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-09-01,16.393
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-10-01,19.645
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-11-01,21.414
"Muizenberg","SAWS","Muizenberg/ SAWS",1999-12-01,23
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-01-01,22.597
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-02-01,21.414
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-03-01,20.839
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-04-01,19.1
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-05-01,16.403
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-06-01,14.133
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-07-01,13.935
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-08-01,13.113
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-09-01,13.1
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-10-01,14.613
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-11-01,15.633
"Muizenberg","SAWS","Muizenberg/ SAWS",2000-12-01,18.074
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-01-01,19
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-02-01,17.768
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-03-01,17.855
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-04-01,15.617
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-05-01,12.935
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-06-01,11.6
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-07-01,10.758
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-08-01,11
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-09-01,11.667
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-10-01,14
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-11-01,16.983
"Muizenberg","SAWS","Muizenberg/ SAWS",2001-12-01,18.731
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-01-01,19.333
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-02-01,18.143
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-03-01,18.768
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-04-01,16.15
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-05-01,13.371
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-06-01,10.817
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-07-01,10.817
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-08-01,12.242
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-09-01,13.717
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-10-01,15.339
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-11-01,16.433
"Muizenberg","SAWS","Muizenberg/ SAWS",2002-12-01,19.645
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-01-01,20.194
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-02-01,20.321
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-03-01,18.758
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-04-01,17.05
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-05-01,14.742
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-06-01,11.983
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-07-01,11.226
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-08-01,11.065
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-09-01,13.367
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-10-01,15.79
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-11-01,17.714
"Muizenberg","SAWS","Muizenberg/ SAWS",2003-12-01,18.306
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-01-01,19.29
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-02-01,18.75
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-03-01,17.21
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-04-01,15.817
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-05-01,14.355
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-06-01,12.967
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-07-01,11.742
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-08-01,12.267
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-09-01,14.5
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-10-01,15.645
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-11-01,19.15
"Muizenberg","SAWS","Muizenberg/ SAWS",2004-12-01,20.75
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-01-01,19.645
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-02-01,18.857
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-03-01,18.226
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-04-01,15.8
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-05-01,13.793
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-06-01,12.133
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-07-01,12.95
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-08-01,11.839
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-09-01,13.833
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-10-01,16.117
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-11-01,17.717
"Muizenberg","SAWS","Muizenberg/ SAWS",2005-12-01,18.403
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-01-01,19.65
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-02-01,18.714
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-03-01,17.258
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-04-01,15.467
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-05-01,12.855
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-06-01,12.2
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-07-01,12.081
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-08-01,12.242
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-09-01,13.6
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-10-01,15.389
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-11-01,17.8
"Muizenberg","SAWS","Muizenberg/ SAWS",2006-12-01,19.259
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-01-01,20.371
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-02-01,19.589
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-03-01,18.677
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-04-01,16.519
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-05-01,11.929
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-06-01,NA
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-07-01,12.4
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-08-01,12.567
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-09-01,14.667
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-10-01,NA
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-11-01,16.913
"Muizenberg","SAWS","Muizenberg/ SAWS",2007-12-01,17.583
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-01-01,18.855
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-02-01,18.534
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-03-01,17.903
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-04-01,14.967
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-05-01,14.774
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-06-01,12.4
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-07-01,11.694
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-08-01,12.097
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-09-01,11.883
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-10-01,15.391
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-11-01,17.233
"Muizenberg","SAWS","Muizenberg/ SAWS",2008-12-01,18.452
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-01-01,19.259
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-02-01,19.304
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-03-01,18.177
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-04-01,15.317
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-05-01,14.538
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-06-01,13.9
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-07-01,14.143
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-08-01,13.2
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-09-01,12.413
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-10-01,16.261
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-11-01,16.36
"Muizenberg","SAWS","Muizenberg/ SAWS",2009-12-01,17.177
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-01-01,18.532
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-02-01,19.625
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-03-01,17.387
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-04-01,15
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-05-01,13.037
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-06-01,11.317
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-07-01,10.774
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-08-01,11.871
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-09-01,13.673
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-10-01,15.481
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-11-01,16.867
"Muizenberg","SAWS","Muizenberg/ SAWS",2010-12-01,17.806
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-01-01,18.597
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-02-01,19.161
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-03-01,17.952
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-04-01,16.018
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-05-01,13.452
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-06-01,11.85
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-07-01,11.613
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-08-01,11.887
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-09-01,13.411
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-10-01,15.75
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-11-01,16.534
"Muizenberg","SAWS","Muizenberg/ SAWS",2011-12-01,18.581
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-01-01,21.129
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-02-01,19.483
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-03-01,18.883
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-04-01,15.667
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-05-01,13.919
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-06-01,12.7
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-07-01,11.806
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-08-01,11.742
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-09-01,13.167
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-10-01,14.806
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-11-01,17.967
"Muizenberg","SAWS","Muizenberg/ SAWS",2012-12-01,19.479
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-01-01,19.483
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-02-01,18.982
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-03-01,18.339
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-04-01,15.683
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-05-01,14.362
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-06-01,12.217
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-07-01,12.419
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-08-01,12.383
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-09-01,13.773
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-10-01,14.795
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-11-01,17.317
"Muizenberg","SAWS","Muizenberg/ SAWS",2013-12-01,18.661
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-01-01,20.067
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-02-01,19.768
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-03-01,17.629
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-04-01,16.65
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-05-01,13.917
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-06-01,11.827
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-07-01,11.966
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-08-01,13.065
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-09-01,13.688
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-10-01,15.589
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-11-01,17.15
"Muizenberg","SAWS","Muizenberg/ SAWS",2014-12-01,18.645
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-01-01,20.067
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-02-01,17.643
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-03-01,15.71
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-04-01,13.417
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-05-01,12
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-06-01,11.117
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-07-01,10.848
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-08-01,12.071
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-09-01,14.232
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-10-01,16.7
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-11-01,17.135
"Muizenberg","SAWS","Muizenberg/ SAWS",2015-12-01,19.643
"Muizenberg","SAWS","Muizenberg/ SAWS",2016-01-01,18.845
"Muizenberg","SAWS","Muizenberg/ SAWS",2016-02-01,18.759
"Knysna","SAWS","Knysna/ SAWS",1972-01-01,22.919
"Knysna","SAWS","Knysna/ SAWS",1972-02-01,21.017
"Knysna","SAWS","Knysna/ SAWS",1972-03-01,17.823
"Knysna","SAWS","Knysna/ SAWS",1972-04-01,18.65
"Knysna","SAWS","Knysna/ SAWS",1972-05-01,16.532
"Knysna","SAWS","Knysna/ SAWS",1972-06-01,15.828
"Knysna","SAWS","Knysna/ SAWS",1972-07-01,14.533
"Knysna","SAWS","Knysna/ SAWS",1972-08-01,14.383
"Knysna","SAWS","Knysna/ SAWS",1972-09-01,14.793
"Knysna","SAWS","Knysna/ SAWS",1972-10-01,16.661
"Knysna","SAWS","Knysna/ SAWS",1972-11-01,15.1
"Knysna","SAWS","Knysna/ SAWS",1972-12-01,18.29
"Knysna","SAWS","Knysna/ SAWS",1973-01-01,16.484
"Knysna","SAWS","Knysna/ SAWS",1973-02-01,15.54
"Knysna","SAWS","Knysna/ SAWS",1973-03-01,18.484
"Knysna","SAWS","Knysna/ SAWS",1973-04-01,13.685
"Knysna","SAWS","Knysna/ SAWS",1973-05-01,14.833
"Knysna","SAWS","Knysna/ SAWS",1973-06-01,15.8
"Knysna","SAWS","Knysna/ SAWS",1973-07-01,14.694
"Knysna","SAWS","Knysna/ SAWS",1973-08-01,13.823
"Knysna","SAWS","Knysna/ SAWS",1973-09-01,14.467
"Knysna","SAWS","Knysna/ SAWS",1973-10-01,15.452
"Knysna","SAWS","Knysna/ SAWS",1973-11-01,16.75
"Knysna","SAWS","Knysna/ SAWS",1973-12-01,18.021
"Knysna","SAWS","Knysna/ SAWS",1974-01-01,19.667
"Knysna","SAWS","Knysna/ SAWS",1974-02-01,19.589
"Knysna","SAWS","Knysna/ SAWS",1974-03-01,15.484
"Knysna","SAWS","Knysna/ SAWS",1974-04-01,14.283
"Knysna","SAWS","Knysna/ SAWS",1974-05-01,14.597
"Knysna","SAWS","Knysna/ SAWS",1974-06-01,13.467
"Knysna","SAWS","Knysna/ SAWS",1974-07-01,14.435
"Knysna","SAWS","Knysna/ SAWS",1974-08-01,15.21
"Knysna","SAWS","Knysna/ SAWS",1974-09-01,15.583
"Knysna","SAWS","Knysna/ SAWS",1974-10-01,17.694
"Knysna","SAWS","Knysna/ SAWS",1974-11-01,18.967
"Knysna","SAWS","Knysna/ SAWS",1974-12-01,20.371
"Knysna","SAWS","Knysna/ SAWS",1975-01-01,20.968
"Knysna","SAWS","Knysna/ SAWS",1975-02-01,17.405
"Knysna","SAWS","Knysna/ SAWS",1975-03-01,18.403
"Knysna","SAWS","Knysna/ SAWS",1975-04-01,18.1
"Knysna","SAWS","Knysna/ SAWS",1975-05-01,16.5
"Knysna","SAWS","Knysna/ SAWS",1975-06-01,16.117
"Knysna","SAWS","Knysna/ SAWS",1975-07-01,14.903
"Knysna","SAWS","Knysna/ SAWS",1975-08-01,14.855
"Knysna","SAWS","Knysna/ SAWS",1975-09-01,15.833
"Knysna","SAWS","Knysna/ SAWS",1975-10-01,16.438
"Knysna","SAWS","Knysna/ SAWS",1975-11-01,18.45
"Knysna","SAWS","Knysna/ SAWS",1975-12-01,18.396
"Knysna","SAWS","Knysna/ SAWS",1976-01-01,19.548
"Knysna","SAWS","Knysna/ SAWS",1976-02-01,18.933
"Knysna","SAWS","Knysna/ SAWS",1976-03-01,19.984
"Knysna","SAWS","Knysna/ SAWS",1976-04-01,18.656
"Knysna","SAWS","Knysna/ SAWS",1976-05-01,16.984
"Knysna","SAWS","Knysna/ SAWS",1976-06-01,14.067
"Knysna","SAWS","Knysna/ SAWS",1976-07-01,14.113
"Knysna","SAWS","Knysna/ SAWS",1976-08-01,15.042
"Knysna","SAWS","Knysna/ SAWS",1976-09-01,15.739
"Knysna","SAWS","Knysna/ SAWS",1976-10-01,16.661
"Knysna","SAWS","Knysna/ SAWS",1976-11-01,17.767
"Knysna","SAWS","Knysna/ SAWS",1976-12-01,19.839
"Knysna","SAWS","Knysna/ SAWS",1977-01-01,22.048
"Knysna","SAWS","Knysna/ SAWS",1977-02-01,20.42
"Knysna","SAWS","Knysna/ SAWS",1977-03-01,19.296
"Knysna","SAWS","Knysna/ SAWS",1977-04-01,19.318
"Knysna","SAWS","Knysna/ SAWS",1977-05-01,16.34
"Knysna","SAWS","Knysna/ SAWS",1977-06-01,16.396
"Knysna","SAWS","Knysna/ SAWS",1977-07-01,15.326
"Knysna","SAWS","Knysna/ SAWS",1977-08-01,14.548
"Knysna","SAWS","Knysna/ SAWS",1977-09-01,15.75
"Knysna","SAWS","Knysna/ SAWS",1977-10-01,18.059
"Knysna","SAWS","Knysna/ SAWS",1977-11-01,19
"Knysna","SAWS","Knysna/ SAWS",1977-12-01,20.283
"Knysna","SAWS","Knysna/ SAWS",1978-01-01,21.065
"Knysna","SAWS","Knysna/ SAWS",1978-02-01,21.446
"Knysna","SAWS","Knysna/ SAWS",1978-03-01,20.771
"Knysna","SAWS","Knysna/ SAWS",1978-04-01,15.957
"Knysna","SAWS","Knysna/ SAWS",1978-05-01,15.194
"Knysna","SAWS","Knysna/ SAWS",1978-06-01,15.656
"Knysna","SAWS","Knysna/ SAWS",1978-07-01,13.806
"Knysna","SAWS","Knysna/ SAWS",1978-08-01,14.016
"Knysna","SAWS","Knysna/ SAWS",1978-09-01,14.883
"Knysna","SAWS","Knysna/ SAWS",1978-10-01,15.839
